datetime,T-1,T-2,T-3,T-4,T-6,T-7,T-9,T-10,T-11,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-29,T-30,T-31,T-32,T-33,T-34,T-35,T-36,T-37,T-38,T-39,T-40,T-41,T-42,T-43,T-44,T-45,T-46,T-47,T-48,T-51,T-52,T-53,L-1,L-2,L-3,L-4,L-6,L-7,L-9,L-10,L-11,L-21,L-22,L-23,L-24,L-25,L-26,L-27,L-29,L-30,L-31,L-32,L-33,L-34,L-35,L-36,L-37,L-38,L-39,L-40,L-41,L-42,L-43,L-44,L-45,L-46,L-47,L-48,L-51,L-52,L-53,H-1,H-2,H-3,H-4,H-6,H-7,H-9,H-10,H-11,H-21,H-22,H-23,H-24,H-25,H-26,H-27,H-29,H-30,H-31,H-32,H-33,H-34,H-35,H-36,H-37,H-38,H-39,H-40,H-41,H-42,H-43,H-44,H-45,H-46,H-47,H-48,H-51,H-52,H-53,V-1,V-2,V-3,V-4,V-6,V-7,V-9,V-10,V-11,V-21,V-22,V-23,V-24,V-25,V-26,V-27,V-29,V-30,V-31,V-32,V-33,V-34,V-35,V-36,V-37,V-38,V-39,V-40,V-41,V-42,V-43,V-44,V-45,V-46,V-47,V-48,V-51,V-52,V-53
2004-03-01 22:00:00,19.732546,20.117102,19.985195,20.23617,19.831356,19.835373,19.44872,19.502197,18.985003,20.22384,19.864656,20.400501,19.856152,19.63256,19.427797,20.03231,19.674799,18.871733,19.201687,19.118874,19.61775,18.941927,19.784788,19.194122,19.959959,19.16002,19.516842,19.18685,18.861895,17.951263,18.952818,17.983788,18.184591,18.275204,17.968214,18.002884,17.75601,17.273,16.2945,39.4319,104.79375,35.98415,60.68,19.302856,15.393803,1.6857804,21.901781,588.4521,135.54967,80.52862,235.52002,143.52,100.19848,121.44001,80.18153,183.21494,114.08,148.31345,109.68909,97.52,61.622643,172.30959,75.42205,194.62267,184.9343,156.61732,133.51425,121.44,153.63435,133.02925,34.04,68.060936,39.56,98.2919,38.220276,48.642048,18.841225,3.3514287,40.505695,41.216408,40.31748,40.7375,40.74343,40.71433,42.625935,42.422028,43.682713,39.477165,40.897476,39.38668,40.753174,40.831337,42.98988,40.965115,41.34248,43.919945,42.951496,42.58311,40.99787,43.426907,43.10683,44.51388,43.681644,41.897015,42.80175,42.556858,42.882374,45.06714,42.18799,44.534676,43.067554,43.41452,45.255775,44.16952,44.588783,46.57125,49.39023,2.671601,2.650693,2.6744955,2.6230552,2.6168969,2.6685092,2.7315874,2.6514325,2.6450322,2.675683,2.6243653,2.6664686,2.6851132,2.6638758,2.6650028,2.6723223,2.658015,2.657125,2.6597962,2.6560287,2.6730764,2.6486502,2.6021092,2.6470015,2.661499,2.6249654,2.65705,2.658822,2.6444764,2.647741,2.6515203,2.644168,2.649293,2.4826746,2.6402836,2.652308,2.6440291,2.6115928,2.6269367
2004-03-02 00:00:00,18.906599,19.36141,19.130638,19.456657,19.050713,19.065111,18.658,18.656168,17.309538,18.839972,18.491121,19.067095,18.449633,18.398,18.276865,19.147976,18.597675,17.816317,18.262316,18.128555,18.747946,18.121237,18.827759,18.359724,19.07215,18.269598,18.606356,18.305178,17.972916,17.101212,18.112587,17.13883,17.193783,17.240023,16.985834,16.948448,16.688515,16.085493,15.147592,19.09697,59.362995,17.7468,30.054504,7.7795944,5.807772,0.8605442,5.614421,1.711334,57.907566,40.745384,118.84727,71.04766,40.348568,55.536587,64.818184,88.24882,43.9142,64.462524,33.856,58.50846,32.209892,81.339905,35.97684,91.52861,83.68481,71.20417,65.624855,56.29639,70.121605,75.55391,16.76201,31.227102,19.730875,46.74324,17.323893,20.611324,8.814883,1.3984,40.763817,41.439068,40.664482,41.041336,40.97515,40.994724,42.868656,42.79713,46.27502,40.27866,41.13815,40.267372,41.71408,41.643307,43.968346,41.32487,42.02924,44.559277,43.510227,42.930187,41.49485,43.778526,43.635757,44.756065,43.994774,42.21894,43.05952,42.92713,43.32506,45.490116,42.666466,45.03249,43.84567,44.236347,46.08662,45.119953,45.721123,47.95132,50.87699,2.6570554,2.6415856,2.659844,2.6070528,2.6068513,2.6554348,2.7204244,2.643922,2.6213336,2.6567383,2.5994806,2.6495445,2.6673977,2.6505497,2.6512172,2.6589997,2.6487632,2.6475606,2.6497707,2.6488361,2.6593323,2.6385179,2.590797,2.6383061,2.6396978,2.6133838,2.6499562,2.6499648,2.632003,2.6357474,2.6455932,2.6339593,2.638482,2.455655,2.6284533,2.6449747,2.629094,2.597773,2.6104202
2004-03-02 02:00:00,18.204916,18.663979,18.442184,18.8366,18.446695,18.473995,18.169811,18.107635,16.638998,17.867481,17.450472,17.923779,17.206717,17.537525,17.392727,17.944723,17.548916,17.022902,17.49398,17.3935,17.811892,17.318022,18.002178,17.624102,18.223576,17.47127,17.790594,17.489153,17.112173,16.281868,17.27086,16.478441,16.532803,16.581572,16.347956,16.342985,16.038002,15.462353,14.667684,1.1190643,7.0706453,2.4054778,4.2213845,2.8701408,1.7717702,0.46,3.3872726,0.7784616,3.6733334,1.6887963,0.91999996,0.9911603,0.89363056,1.2612903,0.46,0.46,0.92,0.92,1.9385713,0.91999996,0.45999998,0.91999996,0.46,0.46,1.84,3.22,0.7203774,0.46,0.46000004,0.45999998,0.46,0.46,1.3799999,0.46000004,0.46,0.46,0.91999996,0.46,41.362038,41.911106,41.34375,41.409348,41.33809,41.215195,43.06038,43.014492,47.01197,41.522873,42.351585,41.73371,43.291748,42.1935,44.552532,42.51508,43.153416,45.254646,44.130238,43.75963,42.560818,44.572865,44.543583,45.395817,45.005524,43.169704,44.1537,43.84396,44.472664,46.633724,43.807957,45.83815,45.11252,45.415596,47.22919,46.40573,47.167355,49.71795,52.128883,2.6511545,2.6319163,2.6519601,2.5930269,2.6007462,2.6506412,2.7128384,2.635792,2.6105776,2.6471581,2.5693984,2.6368062,2.6509094,2.6405475,2.6418495,2.6468954,2.6373444,2.6378067,2.6422536,2.638811,2.651065,2.629132,2.581478,2.6283736,2.6195042,2.6042218,2.6406224,2.641351,2.6213012,2.6253078,2.6321955,2.6247401,2.6288376,2.4236255,2.6197934,2.6363904,2.6198206,2.5886266,2.6035903
2004-03-02 04:00:00,17.649506,18.139603,17.931845,18.360106,18.033426,18.129856,17.78231,17.848507,16.098349,17.111456,16.681423,17.18927,16.408255,16.707867,16.642681,17.082111,16.79495,16.381388,16.887402,16.834852,17.243774,16.718016,17.450703,16.999176,17.581541,16.820398,17.148487,16.859392,16.445107,15.538219,16.65302,15.727221,15.828276,15.879504,15.619578,15.668357,15.316996,14.847914,14.052867,0.91999996,6.9,2.2882051,4.14,1.38,0.92,0.46,2.7624469,0.46,3.5475757,1.6260465,0.9200001,0.96357894,0.54136056,0.9646061,0.46,0.46,0.92,0.9200001,1.84,0.92,0.46,0.9200001,0.46,0.46,1.8399999,3.22,0.7021053,0.46,0.46000004,0.46,0.46,0.46,1.38,0.46,0.46,0.46,0.9200001,0.46,42.146408,42.49924,42.030056,41.848877,41.665504,41.38517,42.991074,43.00886,47.900913,42.84099,43.725445,42.912746,44.781605,43.47685,45.7184,43.81804,44.459667,46.28007,45.085594,44.6089,43.38388,45.524902,45.257656,46.368237,45.997074,44.276043,45.197273,44.899174,45.729904,48.150593,44.857693,47.22921,46.387054,46.63118,48.690067,47.624134,48.42558,50.94434,53.151493,2.6459897,2.6263373,2.648558,2.5855153,2.5935404,2.6459627,2.702104,2.6298902,2.6031973,2.6358674,2.5564759,2.62666,2.642558,2.6289973,2.6305125,2.635907,2.6276293,2.6282415,2.6333132,2.6290464,2.6437826,2.6208239,2.5741205,2.6206863,2.6060364,2.5952814,2.6312044,2.6324017,2.611272,2.6137605,2.6239715,2.6142626,2.619502,2.4054635,2.6077025,2.6282942,2.6096537,2.5801253,2.5956757
2004-03-02 06:00:00,19.507687,19.778145,19.997297,20.228683,19.663002,19.940472,19.062984,19.309196,18.658934,21.745386,21.361609,20.636824,21.037788,20.619547,19.725107,19.016495,19.504293,18.916319,19.438873,19.6258,19.23643,19.438793,19.601479,19.494938,19.58867,18.96588,19.412409,19.756313,19.453873,19.497366,19.915161,19.200516,19.121246,19.188482,18.959028,18.171247,17.958452,17.39711,16.39525,103.94663,89.63157,78.91963,55.147926,255.94165,44.91065,347.44708,115.04699,218.06503,218.05579,476.46545,147.10754,225.50575,263.4565,267.07907,28.6,92.0757,347.15424,185.27751,151.85632,178.14342,271.34045,227.28291,298.91074,243.26897,171.84578,61.30628,206.41283,107.94333,111.28166,92.140465,129.8849,163.2471,91.45127,366.80533,157.97934,73.86165,47.268,256.4921,38.690304,39.630272,38.13031,38.350834,38.710415,37.911297,40.69352,40.213837,42.42087,35.22926,35.814674,37.06008,36.491024,37.075886,40.104824,40.404552,39.500107,41.37885,40.31959,39.29996,39.58352,40.107403,41.109497,41.560513,42.236805,40.07273,40.898693,39.500973,39.959476,40.350037,38.854385,40.57053,39.86204,40.137733,41.641933,42.037296,42.3661,44.611153,47.23489,2.6607072,2.6372335,2.666154,2.6189284,2.6081543,2.6603124,2.7131371,2.6406012,2.602887,2.6746016,2.6373458,2.65616,2.6832683,2.6625931,2.657662,2.6511447,2.6513104,2.650315,2.6548145,2.6532085,2.6592777,2.6442354,2.590625,2.6409714,2.6415267,2.6152365,2.6508307,2.656474,2.637009,2.6472173,2.6533039,2.6450162,2.6482599,2.4278302,2.638037,2.6490958,2.631217,2.6029165,2.6132846
2004-03-02 08:00:00,24.448597,23.818653,24.7674,24.748018,23.249985,23.988426,23.27856,23.180464,23.8286,31.993446,31.138613,28.830845,30.528688,30.837132,28.04981,26.70277,26.99736,27.316,27.011955,27.318022,25.051258,22.452862,22.896154,23.392075,24.727367,26.081097,24.616526,28.10021,28.7778,28.677996,27.440695,25.811514,26.46745,26.618822,26.236612,24.019012,24.404074,23.716341,23.115002,352.4242,318.7267,306.90775,206.79018,994.58136,166.01949,1754.1334,420.1413,867.1131,332.83942,1173.6632,349.7716,1086.3527,1618.0065,1163.7211,174.06401,507.88745,1744.1798,1192.3915,995.9365,756.4741,1471.8206,1288.554,1367.8638,917.0727,988.4207,278.6936,964.58057,865.3758,535.70984,413.11404,569.7685,720.9796,374.4303,1795.054,635.3194,511.3263,309.12,1441.0476,31.138079,33.805737,30.933634,31.669437,33.500553,31.85769,33.93627,34.324,33.30313,21.113184,21.675806,24.729267,22.088675,22.766123,26.986185,28.140156,27.527546,27.595346,28.289385,27.04414,30.333822,35.642838,36.592255,35.879013,34.564724,28.801203,32.92275,26.679348,25.427967,25.61873,27.157618,30.009537,27.95375,28.448854,29.307842,32.30227,31.104696,32.924454,34.136623,2.7086248,2.6769884,2.7145634,2.6848936,2.6420012,2.6992044,2.7531679,2.6786342,2.6778462,2.7741323,2.7729118,2.7395582,2.7817729,2.7626786,2.7405536,2.728461,2.722228,2.732158,2.7275867,2.7270832,2.7176611,2.6721725,2.6215513,2.6786776,2.7011163,2.6823556,2.7013059,2.737913,2.7348948,2.7445352,2.7307754,2.7132483,2.720914,2.5127769,2.7114632,2.7057962,2.695109,2.664992,2.679321
2004-03-02 10:00:00,24.096418,23.525547,24.290852,24.08245,22.952433,23.427845,22.858366,22.61973,23.134455,28.62624,27.427147,27.445759,30.67965,31.177053,28.99357,27.590006,27.575272,29.091665,27.567799,28.116491,25.636215,22.882633,22.551235,23.35221,24.308777,26.140802,24.161732,25.040686,27.113121,25.791676,25.237734,22.044806,22.857534,22.3453,21.084087,21.425207,21.766066,21.835155,21.387321,419.37378,402.62704,367.24512,269.0962,1235.195,203.08643,1847.36,522.83777,1221.8556,341.69934,644.7702,352.12222,1811.635,1847.36,1768.1263,185.28,718.2561,1847.36,1839.5494,1306.9545,906.86523,1847.36,1553.9252,1806.9005,1087.6182,1720.5991,345.4784,1382.518,1429.748,799.6314,520.25684,699.3774,674.34265,334.23505,1847.36,589.2409,590.21796,385.69373,1843.4779,31.122763,33.656597,31.108427,32.24859,33.309166,32.206253,33.369637,34.288235,33.345947,24.190844,25.408258,26.00223,21.097342,21.75606,25.34608,25.99943,26.113337,25.100431,26.97396,25.172144,28.915525,33.912724,36.470062,35.116398,34.562214,27.831736,32.965744,30.198326,26.127962,28.542336,29.178728,34.87961,32.571384,33.277782,36.642242,34.917747,33.6573,33.90698,35.29594,2.7056866,2.6769438,2.7124057,2.680655,2.6408608,2.6962287,2.7503545,2.67337,2.6736214,2.7456477,2.739827,2.7288735,2.7880244,2.7676687,2.752867,2.7405405,2.731997,2.752069,2.7367861,2.7416508,2.7259476,2.6750746,2.6191738,2.6759338,2.6999762,2.6888278,2.700875,2.7117443,2.725104,2.7236564,2.7115388,2.6782656,2.6884456,2.4810064,2.660542,2.6828706,2.6708343,2.647619,2.6616395
2004-03-02 12:00:00,24.358347,23.4856,24.183037,23.778126,23.121752,23.32486,22.777937,22.744009,23.240776,27.96196,26.893297,27.298462,30.733013,31.854944,29.12207,28.207054,27.947048,29.22013,27.89365,28.575228,26.035,23.53816,23.190655,24.002077,24.726364,26.398405,24.666735,24.596865,26.565075,25.150505,24.65444,22.181429,22.451952,22.746965,21.146994,22.879143,23.359312,23.117077,22.180403,336.54858,399.98557,326.07028,250.9062,1051.7838,196.59766,1847.36,489.79047,1363.1494,333.58322,625.89,345.81918,1707.0656,1847.36,1757.3577,244.52425,605.3064,1847.36,1775.1654,1014.91864,793.3305,1847.36,1377.5728,1726.4827,997.64996,1701.5454,318.93332,1301.8427,1330.566,804.98285,497.03293,866.1381,646.5883,318.63513,1847.36,583.45435,582.30585,360.56253,1847.36,28.611992,31.820515,29.248299,30.87396,31.177166,30.631618,31.155302,31.961847,30.116266,23.29174,24.350746,24.418774,19.43212,19.541988,23.530907,23.659487,23.798567,22.568398,24.719704,22.950026,26.311638,30.565287,33.09763,31.978151,32.18155,25.820566,30.0083,29.025368,25.198454,27.669828,28.356035,32.655804,31.321568,30.066769,34.05156,29.830994,28.277802,29.06809,31.027782,2.7092855,2.6751425,2.7093503,2.6766841,2.6397994,2.6946614,2.7493265,2.6743944,2.676283,2.7364342,2.7333746,2.7260344,2.7894242,2.7793078,2.7559338,2.7493603,2.7392972,2.7574792,2.7441545,2.7483191,2.7334893,2.6831133,2.626299,2.6832213,2.7040727,2.6957583,2.7075014,2.7072287,2.7209945,2.716062,2.704943,2.6772466,2.6834831,2.4904428,2.6599853,2.6971326,2.688747,2.657442,2.670273
2004-03-02 14:00:00,24.169397,23.407555,23.758524,23.222557,22.711214,22.729334,22.891502,22.65382,23.323757,27.908304,26.901085,27.26804,29.427914,30.043074,27.71371,27.0346,27.258873,27.9375,27.126474,27.586283,25.942707,22.8848,22.676172,23.28325,24.182194,25.253235,24.2102,23.94962,25.55433,24.415009,23.953495,24.516314,22.828024,22.006926,22.652845,22.647715,22.589054,22.72768,22.292736,203.08723,298.52158,217.14203,181.02657,710.4565,157.52287,1833.5248,369.09036,1100.9503,243.98984,657.5634,270.88766,952.03766,1443.3569,861.17334,114.31,340.80185,1677.1045,1070.4712,601.3553,450.41583,1429.9429,780.98236,879.50073,604.9616,930.2007,233.07918,845.16394,759.7547,1146.9174,343.89334,1360.0339,1297.4417,587.973,1847.36,1012.4833,692.77673,290.94714,1818.9905,27.997356,30.903114,29.080347,30.745535,30.588156,30.315376,29.610638,30.57347,28.974754,22.494848,23.463623,23.455305,19.998594,20.612425,24.433226,24.366997,23.918715,23.656115,25.066101,23.43784,25.712418,30.665854,33.027706,32.242477,32.03412,26.681435,29.986237,29.373898,26.22773,28.253225,28.828583,28.38936,30.160786,31.024,30.656063,29.60177,28.832983,29.109041,29.81052,2.7078054,2.67436,2.7025204,2.6707153,2.6368933,2.6872468,2.7491453,2.673989,2.6766584,2.733177,2.7330744,2.7255297,2.7764606,2.7623692,2.7455928,2.7381546,2.7339346,2.7464287,2.7382045,2.739209,2.7328193,2.6766813,2.6213675,2.6770372,2.7001522,2.6847389,2.7016523,2.7004895,2.709903,2.7046,2.6989317,2.6990335,2.6849778,2.4884853,2.6760225,2.6948266,2.681374,2.6521637,2.6730292
2004-03-02 16:00:00,22.4678,22.421005,22.48826,22.140177,21.740715,21.855888,21.877071,21.659172,22.232664,25.672958,24.957767,25.359106,25.640919,26.245457,24.917938,25.394825,24.63147,24.158928,24.26899,23.836496,23.627722,21.015232,21.273762,21.228203,22.768198,22.794928,22.922787,22.731676,23.910501,23.855398,23.006517,25.345715,22.966227,21.89044,23.399273,22.6515,22.200218,22.528118,21.971003,87.98075,179.768,101.24842,103.61103,337.36575,95.911316,1030.4932,217.00499,533.67267,130.15088,405.84747,143.8305,239.74548,476.4621,194.994,44.62648,94.920006,455.44717,333.1438,119.021126,155.6525,408.46228,261.60736,229.8741,258.97458,256.90027,196.8264,501.38144,411.76572,1100.0133,228.88539,1138.6057,1643.7177,1249.2548,1841.064,1444.0511,656.95996,201.67436,1130.8284,29.843191,31.893078,30.212942,31.411295,31.11799,30.815468,30.800163,31.6906,30.372742,24.90421,25.510733,25.404018,24.194157,24.803133,27.56894,26.119535,26.686121,27.925465,28.09251,27.632341,28.25699,33.214947,34.605766,34.94608,33.34717,29.698246,31.498775,30.741192,28.408342,28.708887,29.893246,26.753582,29.488287,30.801151,29.238558,29.3694,28.89934,28.926634,29.947813,2.6902666,2.6621614,2.6889532,2.656666,2.6246295,2.6789944,2.7429755,2.6596673,2.664405,2.713651,2.712491,2.7065532,2.7374861,2.725836,2.7147233,2.7205791,2.7065141,2.71027,2.7093005,2.7019072,2.7091131,2.6572804,2.6074505,2.6565158,2.688804,2.6598392,2.690635,2.688909,2.6921291,2.6987312,2.6894267,2.709517,2.6856534,2.4800932,2.6845791,2.6950874,2.6774297,2.6517649,2.669517
2004-03-02 18:00:00,21.394835,21.539911,21.595478,21.494698,21.066565,20.991522,20.663118,20.725874,20.635248,23.162102,22.80933,23.170961,23.176125,23.076382,22.598927,22.905052,22.5239,22.2079,22.153664,21.96732,21.794565,21.101917,21.883354,21.63522,22.153776,21.702915,22.16018,22.148668,22.29833,22.408379,22.14056,22.55259,22.264006,22.061739,22.39531,22.31935,22.31865,22.208452,20.941551,37.125305,101.11968,35.107655,59.85111,49.339832,31.614546,61.20917,39.927998,469.8348,116.74259,89.491234,202.90182,130.96663,88.33022,108.265,73.30235,170.71434,103.82137,131.11603,79.503334,80.04,54.273087,144.0539,61.718857,161.37297,146.83563,133.83661,121.61312,115.508286,211.42946,114.55883,134.92659,369.74243,285.05453,847.1971,309.488,254.57822,82.18176,85.36834,30.540546,32.25605,30.610283,31.778288,31.550095,31.408766,32.727184,32.990547,32.07726,27.798826,28.089249,27.652271,27.481562,28.713522,30.256977,28.524075,28.874586,30.28753,30.415007,29.984514,30.011076,31.787785,32.39189,32.989334,33.08351,29.853758,30.934744,29.568764,29.337616,29.183792,29.253815,28.957653,27.893326,28.59445,28.474548,28.06174,27.465315,28.068583,29.824526,2.6783962,2.6516185,2.675105,2.6502655,2.617072,2.667898,2.7315073,2.6511493,2.6225095,2.6880128,2.6852484,2.6833713,2.709063,2.6933377,2.6377044,2.6962302,2.6834257,2.6904492,2.6875608,2.6818743,2.6888764,2.6556356,2.6119912,2.6585176,2.6800292,2.6483948,2.681371,2.6813061,2.672488,2.6829503,2.677797,2.6837242,2.6786227,2.4704473,2.675297,2.69159,2.679158,2.6515267,2.6555195
2004-03-02 20:00:00,20.768614,21.128885,20.954214,21.088373,20.71769,20.676495,20.352825,20.46135,19.603489,22.027704,21.699072,22.212488,21.995502,21.697283,21.465164,21.800585,21.57988,20.965628,21.069733,20.741234,21.119661,20.58606,21.264803,21.119041,21.483067,20.78805,21.432861,21.1595,21.007133,20.71398,21.200266,20.874992,21.119595,21.09595,21.200932,21.079082,20.985708,20.815384,19.55649,39.800457,105.10017,36.021538,60.72,14.379527,11.122387,1.4656384,11.185511,167.11887,136.16,89.08816,249.55,143.52,84.281876,114.08,79.12,182.72223,114.08,150.80412,111.84787,98.52,60.719997,172.96,77.61181,195.04,187.68,158.24,143.4772,128.8,158.24,136.16,37.72,101.2,86.48,655.04,114.08,155.94598,60.610695,9.866667,30.422369,31.721123,30.468416,31.376942,31.071451,30.97057,32.50697,32.61289,33.554962,28.015467,28.73652,27.878479,28.24829,29.852959,31.019121,29.246824,29.389853,31.127321,31.113684,30.654072,29.842888,31.189568,31.875582,32.50897,32.71833,29.23528,30.235739,28.807709,28.696964,29.18983,28.573452,29.144703,27.248772,27.994387,28.282942,27.93209,27.507004,28.140518,30.403387,2.670755,2.6498175,2.6655133,2.645443,2.6126838,2.6589487,2.725269,2.6487832,2.5640063,2.6735427,2.6724105,2.6714468,2.6930373,2.676957,2.6259232,2.682582,2.672906,2.6741955,2.6738427,2.6643252,2.6801908,2.651093,2.605602,2.651691,2.672867,2.637263,2.6722906,2.6696713,2.6541004,2.6618824,2.6661067,2.664158,2.6660583,2.4706485,2.6597588,2.6790009,2.6618044,2.6407068,2.646989
2004-03-02 22:00:00,20.277142,20.563093,20.42214,20.530521,20.237026,20.180666,19.803896,19.9034,18.923824,20.998032,20.636436,21.292261,20.880415,20.407534,20.375221,20.929924,20.621393,19.93403,20.167915,19.875957,20.39709,19.849241,20.683872,20.391815,20.80122,19.906567,20.677933,20.360544,20.095314,19.613632,20.267088,19.774185,20.131332,20.13397,20.16078,20.01863,19.886278,19.629097,18.259195,40.30049,105.837395,36.209385,60.665485,16.34992,13.199809,1.5838919,16.08382,390.32812,136.16,90.16,241.22304,143.52,86.48,114.08,79.12,180.42744,114.079994,150.88,111.36842,97.52,60.72,172.96,75.52088,195.04,187.68,158.24,143.52,128.8,158.24,136.16,37.72,101.2,86.48,655.04,114.08,150.88,57.04,9.2,30.222198,31.573551,30.62216,31.182621,30.791485,30.645489,32.297016,32.453323,33.916286,28.315329,28.899538,28.121885,28.560965,30.052738,31.201904,29.384678,29.635702,31.523962,31.319109,30.780272,29.682697,31.315575,32.05227,32.287212,32.2421,29.430038,29.614305,28.91582,28.68148,29.66016,28.400043,29.80126,27.90893,28.530598,29.060144,28.778782,28.513605,29.2115,31.920794,2.6594124,2.641851,2.6553946,2.638695,2.6050925,2.6518261,2.7219121,2.6417153,2.5786166,2.6550796,2.6553557,2.6551666,2.6791794,2.6587994,2.6257248,2.6724348,2.657162,2.6566465,2.6604643,2.651642,2.67157,2.6478503,2.599352,2.6494217,2.6624947,2.6265242,2.6601489,2.6564572,2.646714,2.650323,2.6518023,2.651152,2.6520276,2.4787054,2.6505063,2.666438,2.6514332,2.6280782,2.6308544
2004-03-03 00:00:00,19.833784,20.098146,20.040522,20.13014,19.867266,19.783306,19.456839,19.498505,18.77774,20.318151,19.926317,20.551702,20.026327,19.74414,19.67713,20.234234,19.95772,19.25386,19.525883,19.26495,19.847544,19.281376,20.097775,19.863544,20.234867,19.414368,20.137455,19.771448,19.451149,18.838041,19.714,19.074484,19.44739,19.481236,19.446133,19.357395,19.192492,18.920477,17.600431,29.860573,75.06793,26.811848,45.207153,13.588852,10.876347,1.2414458,15.733477,361.46463,102.39259,66.467766,172.72304,101.806366,63.474655,86.49123,59.036602,132.12222,90.77813,106.11,84.311424,68.68417,47.71812,126.60726,58.45558,138.58395,134.2777,115.61581,99.21196,88.826004,108.55422,111.380005,26.979633,74.28174,64.85492,464.33932,77.92534,100.2714,40.76642,8.098936,29.950031,31.252108,30.19888,30.77248,30.395489,30.224058,31.820932,31.96074,32.958054,28.209452,28.781061,28.121737,28.760977,29.839455,31.273378,29.293665,29.555552,31.507782,31.259567,30.633596,29.972614,31.231644,31.835512,31.693562,31.714376,29.223705,29.445805,29.077147,28.792225,29.873318,28.39827,29.904615,27.93358,28.512533,29.150593,28.752512,28.490486,29.203306,31.971474,2.652043,2.6365507,2.6515055,2.631477,2.6027665,2.6507502,2.712941,2.6372688,2.5801728,2.6499014,2.6470351,2.6492865,2.6690996,2.6508827,2.6150322,2.6595347,2.6510446,2.6499562,2.6518188,2.6476402,2.6604939,2.6403558,2.5918503,2.6427684,2.6526408,2.6193182,2.6521986,2.6510916,2.6368892,2.6417925,2.649892,2.6444008,2.6478631,2.449413,2.6439643,2.6544363,2.64482,2.6171703,2.6215625
2004-03-03 02:00:00,19.098028,19.341524,19.278517,19.419798,19.096363,19.055185,18.88793,18.720675,17.55555,19.015379,18.772202,19.190939,18.527277,18.672998,18.609829,19.1152,18.78545,18.19948,18.474348,18.376204,18.8488,18.091759,18.906084,19.064522,19.222958,18.542816,19.075668,18.720182,18.382994,17.800888,18.613314,18.070704,18.3832,18.50118,18.303526,18.293182,18.123348,17.541164,16.475426,1.38,8.28,2.3,4.479448,1.84,0.92,2.0700002,3.2200003,0.46267444,3.63379,4.6,0.92,0.92,0.46000004,0.9200001,0.46,0.46,0.92,0.91999996,1.84,0.92,0.46,0.92,0.69,0.45999998,1.84,3.22,0.6942857,0.46000004,0.46,0.46000004,0.46,0.46,1.38,0.46,0.46,0.46,0.92,0.45999998,29.691105,31.008863,29.746304,30.43838,30.117346,29.948406,30.872078,31.79575,33.58816,28.695831,29.058249,28.806322,29.510265,29.947954,31.540743,29.679914,29.956503,31.68095,31.57528,30.569532,30.400446,31.730038,32.15794,31.864998,31.572056,28.963276,29.556572,29.063179,29.051052,30.1333,28.636808,30.114487,28.28869,28.685366,29.66703,29.198425,28.999758,30.265392,32.866413,2.6488533,2.6262698,2.6474125,2.6224551,2.5929978,2.6430233,2.6351242,2.627225,2.5391967,2.6358066,2.6290996,2.634701,2.6512618,2.6393924,2.597018,2.649505,2.6388075,2.639662,2.6423903,2.6357467,2.65071,2.6254096,2.5788426,2.6133308,2.6478193,2.6078656,2.644335,2.6418424,2.6247103,2.628389,2.6351647,2.6325977,2.6356504,2.4364445,2.6304505,2.6473727,2.6328137,2.600692,2.6072059
2004-03-03 04:00:00,18.443077,18.78776,18.676718,18.90145,18.585863,18.541168,18.221636,18.264818,16.977137,18.327606,18.035025,18.47527,17.74042,17.978964,17.813198,18.377579,17.91651,17.423355,17.784952,17.627827,18.1068,17.415775,18.25184,18.427261,18.60268,17.939602,18.329514,18.013647,17.671703,17.044111,17.880035,17.32968,17.670223,17.785765,17.560617,17.598162,17.42467,16.915134,15.905846,1.38,8.28,2.3,4.1725984,1.84,0.92,0.46,3.22,0.4626093,3.4171429,4.604319,0.92,0.92,0.46,0.92,0.46,0.46,0.92,0.91999996,1.8399999,0.92,0.46,0.92,0.69,0.45999998,1.84,3.22,0.535,0.46,0.46,0.46,0.46,0.46000004,1.38,0.46,0.46,0.46,0.92,0.46,29.942108,31.124567,30.029057,30.590622,30.262144,30.09428,31.804491,31.866104,34.03106,29.373125,29.63027,29.314558,30.137465,30.29215,32.025993,30.002977,30.410187,32.338913,32.04928,31.468426,30.772274,32.61695,32.899143,32.59507,32.290993,29.502077,30.420101,29.819504,29.963661,31.023487,29.526413,31.098442,29.345167,29.64026,30.75995,30.25702,30.09594,31.376743,33.820713,2.6401954,2.6182659,2.6398146,2.6144042,2.5847127,2.636041,2.6977599,2.6216059,2.535831,2.6265674,2.6218767,2.6252263,2.641777,2.6292288,2.5932167,2.638883,2.6279643,2.6284776,2.6316612,2.6268058,2.6414824,2.61824,2.5685177,2.6038632,2.639209,2.600489,2.6339884,2.6319604,2.6135225,2.6172507,2.626646,2.6233437,2.627133,2.421657,2.620268,2.639102,2.6218705,2.5929904,2.6014676
